"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
  -1.30786132812E+00  -1.83898925781E+01  C_5311_15   
  -2.15356445312E+00  -2.01000976562E+01  C_5311_16   
  -2.79077148438E+00  -2.27700195312E+01  C_5311_17   
  -2.41552734375E+00  -2.28500976562E+01  C_5311_18   
   2.17041015625E-01  -3.38300781250E+01  C_5311_19   
  -5.16113281250E-01  -3.62600097656E+01  C_5311_20   
   2.21525439453E+03   2.19869995117E+03  C_5545_1    
  -3.68652343750E-02  -2.28002929688E+00  C_5545_2    
  -1.14013671875E-01  -4.27001953125E+00  C_5545_3    
  -5.76171875000E-02  -4.71997070312E+00  C_5545_4    
  -1.81884765625E-01  -8.32006835938E+00  C_5545_5    
  -2.85888671875E-01  -9.89990234375E+00  C_5545_6    
  -3.35937500000E-01  -1.13698730469E+01  C_5545_7    
  -5.83740234375E-01  -1.28000488281E+01  C_5545_8    
  -5.52001953125E-01  -1.49499511719E+01  C_5545_9    
  -5.66406250000E-02  -1.47700195312E+01  C_5545_10   
   4.78027343750E-01  -1.53898925781E+01  C_5545_11   
   9.71679687500E-01  -1.57299804688E+01  C_5545_12   
   9.08447265625E-01  -1.56198730469E+01  C_5545_13   
   1.07592773438E+00  -1.58298339844E+01  C_5545_14   
   7.06298828125E-01  -1.72900390625E+01  C_5545_15   
  -4.43115234375E-01  -1.81799316406E+01  C_5545_16   
  -1.29809570312E+00  -1.89599609375E+01  C_5545_17   
  -1.82446289062E+00  -1.96198730469E+01  C_5545_18   
  -2.08154296875E+00  -2.04899902344E+01  C_5545_19   
  -2.70605468750E+00  -2.05500488281E+01  C_5545_20   
  -2.42187500000E+00  -2.53298339844E+01  C_5545_21   
  -1.66210937500E+00  -2.63698730469E+01  C_5545_22   
  -1.26513671875E+00  -2.58698730469E+01  C_5545_23   
  -1.13183593750E+00  -2.60898437500E+01  C_5545_24   
  -9.00146484375E-01  -1.36999511719E+01  C_5545_25   
   2.21486376953E+03   2.22365991211E+03  C_5821_1    
   8.12988281250E-02  -1.65991210938E+00  C_5821_2    
   1.29638671875E-01  -1.15991210938E+00  C_5821_3    
   1.26025390625E+00  -1.60986328125E+00  C_5821_4    
   1.26757812500E+00   8.40087890625E-01  C_5821_5    
   3.98681640625E-01  -2.97998046875E+00  C_5821_6    
  -1.18188476562E+00  -3.35986328125E+00  C_5821_7    
  -1.23095703125E+00  -3.02001953125E+00  C_5821_8    
  -1.14331054688E+00  -3.33984375000E+00  C_5821_9    
  -7.88085937500E-01  -3.65991210938E+00  C_5821_10   
  -7.45849609375E-01  -3.55981445312E+00  C_5821_11   
   2.04321289062E+00   2.57006835938E+00  C_5821_12   
   1.93603515625E+00  -3.85986328125E+00  C_5821_13   
   1.68334960938E+00  -3.92993164062E+00  C_5821_14   
  -5.42724609375E-01  -5.63989257812E+00  C_5821_15   
  -9.33593750000E-01  -1.10898437500E+01  C_5821_16   
  -1.34448242188E+00  -1.30898437500E+01  C_5821_17   
  -1.97021484375E+00  -9.30981445312E+00  C_5821_18   
  -4.26196289062E+00  -1.20100097656E+01  C_5821_19   
  -2.98266601562E+00  -1.33298339844E+01  C_5821_20   
  -2.33789062500E+00  -1.40498046875E+01  C_5821_21   
  -1.27197265625E+00  -1.56298828125E+01  C_5821_22   
   2.31933593750E-02  -1.75200195312E+01  C_5821_23   
  -1.71069335938E+00  -1.78798828125E+01  C_5821_24   
   2.21524291992E+03   2.20892993164E+03  C_6381_1    
  -7.00683593750E-02  -2.26000976562E+00  C_6381_2    
  -1.52587890625E-01  -3.61987304688E+00  C_6381_3    
  -1.35986328125E-01  -5.07983398438E+00  C_6381_4    
  -2.58300781250E-01  -6.97998046875E+00  C_6381_5    
  -3.89648437500E-01  -9.35986328125E+00  C_6381_6    
  -4.12109375000E-01  -1.05500488281E+01  C_6381_7    
  -6.37451171875E-01  -1.18598632812E+01  C_6381_8    
  -6.14990234375E-01  -1.26098632812E+01  C_6381_9    
  -1.49414062500E-01  -1.26899414062E+01  C_6381_10   
   4.45556640625E-01  -1.31398925781E+01  C_6381_11   
   9.04052734375E-01  -1.47500000000E+01  C_6381_12   
   1.07519531250E+00  -1.57800292969E+01  C_6381_13   
  -1.79321289062E+00  -1.85698242188E+01  C_6381_14   
  -2.05981445312E+00  -2.05698242188E+01  C_6381_15   
  -2.68676757812E+00  -1.93000488281E+01  C_6381_16   
  -2.36230468750E+00  -2.10300292969E+01  C_6381_17   
  -1.56005859375E+00  -2.06799316406E+01  C_6381_18   
  -1.01220703125E+00  -7.00000000000E+00  C_6381_19   
  -8.04687500000E-01  -2.48999023438E+01  C_6381_20   
   1.21093750000E-01  -2.55698242188E+01  C_6381_21   
  -3.25927734375E-01  -2.64699707031E+01  C_6381_22   
  -5.40039062500E-01  -2.74699707031E+01  C_6381_23   
  -5.72509765625E-01  -2.84899902344E+01  C_6381_24   
   2.21422216797E+03   2.20647998047E+03  C_6402_1    
  -1.45263671875E-01  -6.99951171875E-01  C_6402_2    
  -1.35253906250E-01  -1.53002929688E+00  C_6402_3    
   2.48291015625E-01  -1.67993164062E+00  C_6402_4    
   1.00781250000E+00  -1.97998046875E+00  C_6402_5    
   1.67529296875E+00  -2.17993164062E+00  C_6402_6    
   1.66235351562E+00  -1.93994140625E+00  C_6402_7    
   1.72631835938E+00  -2.65991210938E+00  C_6402_8    
   1.43676757812E+00  -4.07006835938E+00  C_6402_9    
   3.95507812500E-01  -4.73999023438E+00  C_6402_10   
  -5.27099609375E-01  -5.76000976562E+00  C_6402_11   
  -1.04516601562E+00  -6.32006835938E+00  C_6402_12   
  -1.35180664062E+00  -6.72998046875E+00  C_6402_13   
  -2.00097656250E+00  -7.40991210938E+00  C_6402_14   
  -1.54736328125E+00  -1.23100585938E+01  C_6402_15   
  -6.51855468750E-01  -8.26000976562E+00  C_6402_16   
  -1.96044921875E-01  -1.02600097656E+01  C_6402_17   
  -2.41699218750E-02  -1.12700195312E+01  C_6402_18   
   1.29638671875E-01  -1.01799316406E+01  C_6402_19   
   1.02001953125E+00  -1.03598632812E+01  C_6402_20   
   7.10937500000E-01  -1.20400390625E+01  C_6402_21   
   4.77294921875E-01  -1.09799804688E+01  C_6402_22   
   4.46044921875E-01  -1.16699218750E+01  C_6402_23   
   2.21312207031E+03   2.20195996094E+03  C_6432_1    
  -5.25878906250E-01  -2.26000976562E+00  C_6432_2    
