"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   1.20761718750E+01   4.94995117188E+00  C_2616_12   
   1.33266601562E+01  -1.36999511719E+01  C_2616_13   
   1.45229492188E+01   5.01000976562E+00  C_2616_14   
   1.59672851562E+01   4.04003906250E+00  C_2616_15   
   1.69289550781E+01   2.38012695312E+00  C_2616_16   
   2.21852954102E+03   2.20533007812E+03  C_2755_1    
   1.12792968750E+00  -3.16015625000E+00  C_2755_2    
   1.78808593750E+00  -4.83007812500E+00  C_2755_3    
   2.79248046875E+00  -7.03002929688E+00  C_2755_4    
   3.40869140625E+00  -1.21301269531E+01  C_2755_5    
   4.12158203125E+00  -1.41000976562E+01  C_2755_6    
   4.97338867188E+00  -1.46601562500E+01  C_2755_7    
   5.34692382812E+00  -1.63100585938E+01  C_2755_8    
   6.16943359375E+00  -1.78000488281E+01  C_2755_9    
   7.63403320312E+00  -1.77900390625E+01  C_2755_10   
   9.64892578125E+00  -1.91601562500E+01  C_2755_11   
   1.24067382812E+01  -2.12500000000E+01  C_2755_12   
   1.20273437500E+01  -1.66201171875E+01  C_2755_13   
   1.24064941406E+01  -1.63400878906E+01  C_2755_14   
   1.33698730469E+01  -2.45900878906E+01  C_2755_15   
   1.36555175781E+01  -1.89401855469E+01  C_2755_16   
   1.46740722656E+01  -1.90600585938E+01  C_2755_17   
   1.61157226562E+01  -1.83400878906E+01  C_2755_18   
   1.70493164062E+01  -4.48999023438E+00  C_2755_19   
   1.75703125000E+01  -2.14799804688E+01  C_2755_20   
   1.83471679688E+01  -2.35600585938E+01  C_2755_21   
   1.98032226562E+01  -9.72998046875E+00  C_2755_22   
   2.02878417969E+01  -1.07600097656E+01  C_2755_23   
   2.21832690430E+03   2.22562988281E+03  C_2765_1    
   9.78271484375E-01   1.18017578125E+00  C_2765_2    
   1.62841796875E+00  -3.42993164062E+00  C_2765_3    
   4.44409179688E+00  -1.70996093750E+00  C_2765_4    
   4.85791015625E+00   3.57006835938E+00  C_2765_5    
   5.06640625000E+00  -1.08498535156E+01  C_2765_6    
   5.78344726562E+00  -6.81982421875E+00  C_2765_7    
   7.80932617188E+00  -7.72998046875E+00  C_2765_8    
   1.07993164062E+01  -8.50000000000E+00  C_2765_9    
   1.16528320312E+01  -1.78198242188E+01  C_2765_10   
   1.26921386719E+01  -1.78198242188E+01  C_2765_11   
   1.44155273438E+01  -1.98898925781E+01  C_2765_12   
   1.59167480469E+01  -2.06398925781E+01  C_2765_13   
   1.92370605469E+01  -2.38298339844E+01  C_2765_14   
   1.98464355469E+01  -2.39299316406E+01  C_2765_15   
   2.10966796875E+01  -2.46298828125E+01  C_2765_16   
   2.13288574219E+01  -2.51298828125E+01  C_2765_17   
   2.26789648438E+03   2.23325195312E+03  C_2788_1    
   4.03369140625E+00  -1.22998046875E+00  C_2788_2    
   6.07788085938E+00  -1.98999023438E+00  C_2788_3    
   8.32177734375E+00  -2.55004882812E+00  C_2788_4    
   9.97900390625E+00  -3.69995117188E+00  C_2788_5    
   1.12680664062E+01  -4.29003906250E+00  C_2788_6    
   1.22695312500E+01  -4.67993164062E+00  C_2788_7    
   1.30769042969E+01  -5.57983398438E+00  C_2788_8    
   1.37812500000E+01  -6.11987304688E+00  C_2788_9    
   1.44819335938E+01  -6.55004882812E+00  C_2788_10   
   1.58645019531E+01  -6.69995117188E+00  C_2788_11   
   1.66442871094E+01  -7.05004882812E+00  C_2788_12   
   1.71159667969E+01  -7.75000000000E+00  C_2788_13   
   1.76242675781E+01  -9.71997070312E+00  C_2788_14   
   1.79074707031E+01  -1.11799316406E+01  C_2788_15   
   1.81669921875E+01  -6.71997070312E+00  C_2788_16   
   1.81901855469E+01  -7.10986328125E+00  C_2788_17   
   1.81313476562E+01  -6.10986328125E+00  C_2788_18   
   1.81030273438E+01  -6.77001953125E+00  C_2788_19   
   1.80957031250E+01  -1.16098632812E+01  C_2788_20   
   1.84394531250E+01  -1.37399902344E+01  C_2788_21   
   1.89572753906E+01  -9.25000000000E+00  C_2788_22   
   1.93359375000E+01  -1.15100097656E+01  C_2788_23   
   1.96171875000E+01  -1.65200195312E+01  C_2788_24   
   2.00947265625E+01  -9.25000000000E+00  C_2788_25   
   2.03979492188E+01  -9.98999023438E+00  C_2788_26   
   2.05820312500E+01  -8.94995117188E+00  C_2788_27   
   2.09711914062E+01  -1.00798339844E+01  C_2788_28   
   2.21990014648E+03   2.22016992188E+03  C_2798V_1   
   1.26708984375E+00  -3.10986328125E+00  C_2798V_2   
   2.00756835938E+00  -3.34985351562E+00  C_2798V_3   
   3.00000000000E+00  -5.42993164062E+00  C_2798V_4   
   3.69921875000E+00  -7.86987304688E+00  C_2798V_5   
   4.39746093750E+00  -9.91992187500E+00  C_2798V_6   
   5.29785156250E+00  -8.58984375000E+00  C_2798V_7   
   5.70117187500E+00  -1.02700195312E+01  C_2798V_8   
   6.48217773438E+00  -8.97998046875E+00  C_2798V_9   
   7.83276367188E+00  -6.98999023438E+00  C_2798V_10  
   8.82324218750E+00  -3.30981445312E+00  C_2798V_11  
   9.86718750000E+00  -3.46997070312E+00  C_2798V_12  
   1.07026367188E+01  -4.48999023438E+00  C_2798V_13  
   1.20283203125E+01  -4.97998046875E+00  C_2798V_14  
   1.26003417969E+01   5.83007812500E+00  C_2798V_15  
   1.22749023438E+01  -5.35986328125E+00  C_2798V_16  
   1.25051269531E+01   1.64201660156E+01  C_2798V_17  
   1.29067382812E+01   4.72998046875E+00  C_2798V_18  
   1.34721679688E+01   4.29003906250E+00  C_2798V_19  
   1.37114257812E+01   4.13012695312E+00  C_2798V_20  
   1.46425781250E+01   2.90039062500E-01  C_2798V_21  
   1.71542968750E+01  -1.21997070312E+00  C_2798V_22  
   1.82224121094E+01   3.80004882812E+00  C_2798V_23  
   1.95000000000E+01   3.95019531250E+00  C_2798V_24  
   1.97734375000E+01   4.06005859375E+00  C_2798V_25  
   2.02348632812E+01   3.07006835938E+00  C_2798V_26  
   2.21632470703E+03   2.19900000000E+03  C_5311_1    
   7.54394531250E-01  -2.11010742188E+00  C_5311_2    
   1.27758789062E+00  -2.76000976562E+00  C_5311_3    
