GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,28715994,
2014,,,,,,,,,,,,,,,,,,,,,418997351,
,,519,,,,,,,,,,,,,,,,,,,458681917,
NOMBRE,No.,X,Y,ID,CVE_ENT,CVE_MUN,NOM_MUN,CODE,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,m3/año,m3/s
SANTA CATARINA #2,467,500085,2133845,430,09,011,Tl?íhuac,09011,48211,43546,64282,62208,43979,49253,48211,48211,46656,48211,46656,48211,597635,0.01895 
SANTA CATARINA #8,468,493646,2134643,436,09,007,Iztapalapa,09007,FS,14515,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,14515,0.00046 
SANTA CATARINA #9 ,469,493593,2134868,437,09,007,Iztapalapa,09007,18749,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,18749,0.00059 
SANTA CATARINA #10,470,493108,2135089,426,09,007,Iztapalapa,09007,85709,77414,85709,82944,61188,68525,85709,85709,82944,85709,80352,83030,964942,0.03060 
SANTA CATARINA #11,471,492327,2134822,427,09,007,Iztapalapa,09007,21427,16934,10714,FS,3824,14990,42854,48211,57024,77674,49248,56246,399146,0.01266 
SANTA CATARINA #13,472,492660,2136245,429,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
SECTOR POPULAR #1 ,473,480042,2143331,454,09,014,Benito Ju?írez,09014,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
SECTOR POPULAR #2 ,474,487649,2141016,455,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
SECTOR POPULAR #3 ,475,488361,2140458,456,09,007,Iztapalapa,09007,91066,43546,66960,75168,57364,100647,141955,144634,142560,147312,142560,147312,1301084,0.04126 
SANTA ANITA,476,487121,2145200,424,09,006,Iztacalco,09006,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
TLACOTAL ,477,490508,2143981,498,09,006,Iztacalco,09006,53568,48384,53568,51840,38243,42828,53568,53568,51840,53568,49248,50890,601113,0.01906 
UNIDAD MODELO #1,478,487114,2141384,532,09,007,Iztapalapa,09007,74995,104026,58925,49248,13385,FS,5357,2678,FS,FS,FS,FS,308614,0.00979 
UNIDAD MODELO #2,479,486789,2140914,533,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
UNIDAD MODELO #3,480,487174,2140802,534,09,007,Iztapalapa,09007,88387,79834,85709,67392,61188,40687,69638,56246,38880,FS,FS,FS,587961,0.01864 
VIGA #1,481,487435,2140423,559,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
VIGA #2,482,487191,2140016,560,09,003,Coyoac?ín,09003,FS,67738,74995,72576,53540,57818,66960,74995,67392,74995,72576,53568,737153,0.02337 
VIGA #3,483,487162,2141990,561,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
VIGA #4,484,487094,2143085,562,09,006,Iztacalco,09006,61603,58061,50890,46656,26770,49253,58925,5357,28512,8035,FS,FS,394062,0.01250 
AMPLIACION TLAHUAC NEZA #20,485,492019,2132965,26,09,013,Xochimilco,09013,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
AMPLIACION TLAHUAC NEZA #20 B,486,492226,2132797,27,09,013,Xochimilco,09013,63058,80293,77554,76250,63953,80522,25286,66746,54938,39076,61073,70418,759167,0.02407 
AMPLIACION TLAHUAC NEZA #22,487,491436,2133747,29,09,013,Xochimilco,09013,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
AMPLIACION TLAHUAC NEZA #23,488,491186,2134102,30,09,013,Xochimilco,09013,101862,132793,133394,128100,114583,144269,49423,133491,112492,81873,145412,167661,1445353,0.04583 
AMPLIACION TLAHUAC NEZA #24,489,491038,2134472,31,09,007,Iztapalapa,09007,80035,157499,114780,79300,58624,60392,19539,60678,FS,FS,FS,FS,630847,0.02000 
AMPLIACION TLAHUAC NEZA #25,490,490825,2134916,32,09,007,Iztapalapa,09007,94587,FS,FS,FS,FS,FS,6896,78881,75867,59544,90155,93890,499820,0.01585 
AMPLIACION TLAHUAC NEZA #26,491,490714,2134879,33,09,007,Iztapalapa,09007,111564,71029,65146,FS,31977,114073,62066,163830,141269,100480,157045,181074,1199553,0.03804 
AMPLIACION TLAHUAC NEZA #27,492,490617,2134923,34,09,007,Iztapalapa,09007,65483,27794,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,93277,0.00296 
AGRICOLA ORIENTAL #2,493,490893,2142731,8,09,007,Iztapalapa,09007,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
AGRICOLA ORIENTAL #4,494,490868,2143163,9,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
AGRICOLA ORIENTAL #5,495,491237,2143074,10,09,007,Iztapalapa,09007,144634,113702,139277,127008,128563,101088,136598,128563,2592,FS,51840,58925,1132790,0.03592 
AGRICOLA ORIENTAL #6,496,491988,2143150,11,09,007,Iztapalapa,09007,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0,0.00000 
AGRICOLA ORIENTAL #7,497,492701,2143036,12,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
AUXILIAR XOTEPINGO #9-A,498,488347,2149220,74,09,017,Venustiano Carranza,09017,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0,0.00000 
AUXILIAR XOTEPINGO #10-A,499,486840,2136193,45,09,003,Coyoac?ín,09003,214272,96768,139277,142560,120528,127008,80352,131242,137376,141955,137376,141955,1610669,0.05107 
REYES IZTAPALAPA ,500,489024,2138895,361,09,007,Iztapalapa,09007,29462,26611,21427,FS,93744,18144,21427,21427,20736,21427,20736,21427,316568,0.01004 
SANTA URSULA XITLA ,501,480995,2131462,450,09,012,Tlalpan,09012,FE,FE,2678,15552,133920,202176,168739,265162,243648,FE,7776,FE,1039651,0.03297 
TECOMITL #2 ,502,494013,2142311,474,09,007,Iztapalapa,09007,FS,16934,18749,12960,18749,18144,18749,13392,18144,18749,18144,16070,188784,0.00599 
AUXILIAR XOTEPINGO #1-A,503,485473,2137437,50,09,003,Coyoac?ín,09003,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
AUXILIAR XOTEPINGO #4-C,504,486172,2136994,61,09,003,Coyoac?ín,09003,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
AUXILIAR XOTEPINGO #6-B,505,486540,2136732,66,09,003,Coyoac?ín,09003,FS,FS,45533,54432,56246,57024,56246,56246,57024,56246,57024,56246,552267,0.01751 
DEPORTIVO SAN SEBASTIAN ,506,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SIFON ,507,498446,2140032,457,09,007,Iztapalapa,09007,115171,108864,200880,199584,211594,238464,246413,246413,184032,249091,238464,18749,2257719,0.07159 
PURISIMA IZTAPALAPA,508,492113,2140360,326,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
PURISIMA IZTAPALAPA #1,509,492322,2140499,327,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
PURISIMA IZTAPALAPA #4,510,492335,2141030,330,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,5357,5357,0.00017 
PURISIMA IZTAPALAPA #5,511,492240,2141176,331,09,007,Iztapalapa,09007,69638,55642,50890,54432,74995,72576,74995,80352,64800,61603,69984,58925,788832,0.02501 
SANTA CRUZ MEYEHUALCO #1,512,497105,2138566,442,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
SANTA MARIA AZTAHUACAN,513,497536,2139617,447,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,0,0.00000 
SANTA CRUZ MEYEHUALCO #2 ,514,496913,2138347,443,09,007,Iztapalapa,09007,FS,104026,117850,114048,117850,114048,117850,117850,114048,117850,114048,117850,1267318,0.04019 
AGRICOLA ORIENTAL #1,515,493122,2143239,7,09,007,Iztapalapa,09007,FS,FS,FS,FS,30594,19273,FS,FS,FS,FS,FS,42854,92721,0.00294 
AMPLIACION TLAHUAC NEZA #19,516,489919,2134007,25,09,013,Xochimilco,09013,136598,123379,115171,132192,95606,102788,131242,99101,FE,101779,106272,40176,1184304,0.03755 
AMPLIACION TLAHUAC NEZA #21,517,491770,2133589,28,09,007,Iztapalapa,09007,160704,58061,115171,155520,105167,119920,160704,155347,160704,160704,152928,144634,1649564,0.05231 
AUXILIAR XOTEPINGO #6-A,518,491659,2135219,65,09,007,Iztapalapa,09007,144634,137894,72317,137376,103255,115637,149990,147312,145152,149990,147744,149990,1601291,0.05078 
AUXILIAR XOTEPINGO #6-C,519,486880,2136614,67,09,003,Coyoac?ín,09003,93744,53222,107136,142560,126200,122061,152669,120528,137376,160704,127008,112493,1455701,0.04616 
AUXILIAR XOTEPINGO #7-C,520,488128,2138076,70,09,007,Iztapalapa,09007,166061,50803,155347,137376,103255,102788,128563,104458,121824,117850,108864,149990,1447179,0.04589 
AUXILIAR XOTEPINGO #8-C,521,492311,2136377,73,09,007,Iztapalapa,09007,34819,43546,FS,FS,FS,FS,FS,125885,204768,152669,33696,144634,740017,0.02347 
AUXILIAR XOTEPINGO #9-C,522,493239,2137267,76,09,007,Iztapalapa,09007,FS,26611,141955,308448,221807,160607,120528,152669,114048,155347,119232,174096,1695348,0.05376 
AUXILIAR XOTEPINGO #10-B,523,486945,2139980,46,09,003,Coyoac?ín,09003,235699,104026,139277,142560,143409,126344,128563,120528,155520,147312,145152,163382,1751772,0.05555 
PERIFERICO #19,524,488874,2136877,303,09,003,Coyoac?ín,09003,80352,48384,171418,145152,53540,47111,8035,50890,59616,61603,10368,74995,811464,0.02573 
SANTA CATARINA #12,525,493246,2135738,428,09,007,Iztapalapa,09007,101779,62899,133920,173664,114728,25697,99101,104458,106272,91066,106272,117850,1237706,0.03925 
ALFONSO XIII,526,479525,2142124,20,09,010,?ülvaro Obreg??n,09010,29462,50803,64282,72576,5357,FE,FE,32141,88128,93744,95904,64282,596679,0.01892 
AV. CENTRAL ,527,479826,2143897,77,09,010,?ülvaro Obreg??n,09010,56246,45965,58925,95904,109814,69984,93744,91066,77760,91066,85536,85709,961719,0.03050 
BARRANCA DEL MUERTO,528,477767,2140498,84,09,010,?ülvaro Obreg??n,09010,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0,0.00000 
CASTANEDA #5,529,479819,2141143,99,09,010,?ülvaro Obreg??n,09010,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0,0.00000 
CASTANEDA #6,530,478681,2141444,100,09,010,?ülvaro Obreg??n,09010,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
CHAPULTEPEC #2,531,476210,2145719,110,09,016,Miguel Hidalgo,09016,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0,0.00000 
CHAPULTEPEC #4,532,476066,2147376,111,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
CHAPULTEPEC #7,533,476811,2147687,112,09,016,Miguel Hidalgo,09016,53568,41126,53568,44064,48211,44064,34819,53568,54432,50890,41472,58925,578707,0.01835 
CRISTO REY,534,479080,2143917,131,09,010,?ülvaro Obreg??n,09010,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0,0.00000 
GOTA DE ORO ,535,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
MERCED GOMEZ #1,536,479054,2141245,221,09,010,?ülvaro Obreg??n,09010,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0,0.00000 
MERCED GOMEZ #2,537,479362,2140943,222,09,010,?ülvaro Obreg??n,09010,16070,36288,42854,41472,42854,44064,56246,58925,57024,61603,59616,58925,575941,0.01826 
OLIVAR DE LOS PADRES ,538,477978,2138211,251,09,010,?ülvaro Obreg??n,09010,PA,PA,2678,PA,PA,10368,21427,34819,18144,13392,15552,18749,135129,0.00428 
OLIVAR DEL CONDE,539,478259,2141807,252,09,010,?ülvaro Obreg??n,09010,96422,89510,99101,95904,69638,67392,50890,FE,FE,FE,36288,61603,666748,0.02114 
PALO ALTO,540,473308,2143565,261,09,004,Cuajimalpa de Morelos,09004,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
POZO CASSO,541,479631,2143506,319,09,010,?ülvaro Obreg??n,09010,120528,99187,93744,103680,117850,46656,16070,48211,49248,53568,54432,56246,859420,0.02725 
RIO HONDO,542,477108,2150026,362,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,13392,RE,RE,RH,RH,RH,13392,0.00042 
SAN.ANGEL INN,543,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,FE,0,0.00000 
STA FE #1,544,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SANTA LUCIA #1 ,545,483663,2151362,445,09,015,Cuauht??moc,09015,FE,29030,29462,28512,29462,31104,29462,29462,25920,24106,25920,26784,309224,0.00981 
SANTA LUCIA MIXCOAC,546,477689,2141301,446,09,010,?ülvaro Obreg??n,09010,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0,0.00000 
TACUBAYA #1,547,479760,2144819,460,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0,0.00000 
TACUBAYA #2,548,478505,2144514,461,09,010,?ülvaro Obreg??n,09010,64282,55642,13392,FE,FE,FE,FE,FE,FE,FE,FE,FE,133316,0.00423 
TACUBAYA #3,549,477626,2144350,462,09,010,?ülvaro Obreg??n,09010,FE,7258,45533,46656,40176,FE,FE,FE,67392,61603,67392,69638,405648,0.01286 
TETELPAN ,550,475535,2138416,496,09,010,?ülvaro Obreg??n,09010,48211,43546,37498,44064,42854,44064,40176,42854,41472,45533,41472,40176,511920,0.01623 
TOTOLAPAN,551,470953,2140338,502,09,004,Cuajimalpa de Morelos,09004,21427,24192,29462,20736,24106,31104,32141,26784,28512,29462,28512,26784,323222,0.01025 
VISTA HERMOSA,552,472181,2142453,567,09,004,Cuajimalpa de Morelos,09004,56246,50803,50890,51840,50890,51840,42854,74995,72576,74995,54432,74995,707356,0.02243 
,,,,,,,,,,,,,,,,,,,,,,
