TULYEHUALCO #3,334,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,160704,128218,112493,116640,131242,139968,152669,139277,147744,149990,147744,149990,1676678
TULYEHUALCO #4,335,499774,2128224,506,09,011,Tl?íhuac,09011,182131,164506,168739,176256,158026,168480,200880,195523,121824,120528,121824,131242,1909958
TULYEHUALCO #5,336,499404,2128348,507,09,011,Tl?íhuac,09011,257126,227405,249091,246240,230342,246240,259805,251770,235872,241056,235872,246413,2927232
TULYEHUALCO #6,337,499184,2128488,508,09,011,Tl?íhuac,09011,222307,169344,176774,181440,190166,209952,168739,163382,171072,158026,160704,149990,2121898
TULYEHUALCO #7,338,498855,2128500,509,09,013,Xochimilco,09013,74995,65318,34819,72576,50890,57024,40176,37498,158112,160704,163296,174096,1089504
TULYEHUALCO #8,339,498541,2128735,510,09,013,Xochimilco,09013,182131,154829,171418,173664,168739,173664,171418,155347,137376,136598,137376,139277,1901837
TULYEHUALCO #9,340,498153,2128420,511,09,013,Xochimilco,09013,192845,169344,163382,199584,192845,199584,241056,227664,222912,227664,217728,227664,2482272
TULYEHUALCO #10,341,498224,2129148,504,09,013,Xochimilco,09013,179453,152410,171418,173664,141955,150336,155347,149990,116640,112493,116640,123206,1743552
AUXILIAR XOTEPINGO #1-A,342,485473,2137437,50,09,003,Coyoac?ín,09003,56246,84672,91066,88128,96422,93312,99101,83030,80352,56246,75168,107136,1010880
AUXILIAR XOTEPINGO #2-A,343,485605,2137177,53,09,003,Coyoac?ín,09003,REPOS.,33869,133920,145152,203558,202176,203558,155347,155520,152669,152928,125885,1664582
AUXILIAR XOTEPINGO #3-A,344,483454,2134623,56,09,003,Coyoac?ín,09003,26784,31450,5357,12960,16070,15552,16070,16070,15552,16070,15552,16070,203558
AUXILIAR XOTEPINGO #4-A,345,485612,2137181,59,09,003,Coyoac?ín,09003,147312,125798,133920,145152,179453,176256,176774,158026,176256,152669,173664,179453,1924733
AUXILIAR XOTEPINGO #5-A,346,486261,2136704,62,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #6-A,347,491659,2135219,65,09,007,Iztapalapa,09007,42854,38707,40176,38880,45533,44064,45533,45533,49248,29462,28512,29462,477965
AUXILIAR XOTEPINGO #7-A,348,486470,2136519,68,09,003,Coyoac?ín,09003,211594,193536,200880,199584,179453,181440,187488,187488,171072,149990,147744,152669,2162938
AUXILIAR XOTEPINGO #8-A,349,499453,2127639,71,09,011,Tl?íhuac,09011,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #9-A,350,488347,2149220,74,09,017,Venustiano Carranza,09017,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #10-A,351,486840,2136193,45,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #11-A,352,487154,2136372,48,09,003,Coyoac?ín,09003,69638,58061,64282,67392,77674,101088,101779,99101,82944,88387,88128,93744,992218
AUXILIAR XOTEPINGO #2-B,353,485917,2137244,54,09,003,Coyoac?ín,09003,42854,38707,24106,38880,42854,41472,42854,42854,36288,34819,33696,37498,456883
AUXILIAR XOTEPINGO #3-B,354,486020,2137158,57,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #4-B,355,486172,2136994,60,09,003,Coyoac?ín,09003,48211,43546,45533,44064,48211,46656,48211,48211,44064,45533,44064,45533,551837
AUXILIAR XOTEPINGO #5-B,356,486360,2136858,63,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #6-B,357,486540,2136732,66,09,003,Coyoac?ín,09003,72317,65318,66960,67392,64282,64800,66960,66960,57024,58925,57024,58925,766886
AUXILIAR XOTEPINGO #7-B,358,486598,2136644,69,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #8-B,359,486733,2136560,72,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #9-B,360,486837,2136442,75,09,003,Coyoac?ín,09003,61603,55642,56246,57024,58925,59616,58925,61603,23328,50890,49248,50890,643939
AUXILIAR XOTEPINGO #10-B,361,486945,2139980,46,09,003,Coyoac?ín,09003,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #11-B,362,487554,2136262,49,09,003,Coyoac?ín,09003,160704,36288,144634,155520,179453,178848,179453,147312,38880,RECUP.,RECUP.,200880,1421971
AUXILIAR XOTEPINGO #2-C,363,486157,2137340,55,09,003,Coyoac?ín,09003,56246,50803,48211,36288,56246,54432,56246,45533,46656,48211,46656,53568,599098
AUXILIAR XOTEPINGO #3-C,364,486332,2137150,58,09,003,Coyoac?ín,09003,149990,125798,133920,145152,168739,165888,166061,216950,207360,195523,189216,93744,1958342
AUXILIAR XOTEPINGO #4-C,365,486172,2136994,61,09,003,Coyoac?ín,09003,80352,72576,74995,77760,77674,77760,80352,80352,77760,74995,75168,77674,927418
AUXILIAR XOTEPINGO #5-C,366,486633,2136909,64,09,003,Coyoac?ín,09003,21427,16934,18749,20736,24106,23328,24106,24106,REPAR.,10714,10368,10714,205286
AUXILIAR XOTEPINGO #6-C,367,486880,2136614,67,09,003,Coyoac?ín,09003,149990,137894,147312,145152,149990,147744,109814,144634,80352,104458,103680,109814,1530835
AUXILIAR XOTEPINGO #7-C,368,488128,2138076,70,09,007,Iztapalapa,09007,58925,55642,56246,57024,58925,59616,61603,61603,49248,69638,67392,69638,725501
AUXILIAR XOTEPINGO #8-C,369,492311,2136377,73,09,007,Iztapalapa,09007,58925,65318,64282,10368,83030,132192,131242,128563,95904,107136,106272,112493,1095725
AUXILIAR XOTEPINGO #9-C,370,493239,2137267,76,09,007,Iztapalapa,09007,REPAR.,REPAR.,REPAR.,M.Cal.,M.Cal.,RECUP.,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,0
AUXILIAR XOTEPINGO #10-C,371,487154,2136372,47,09,003,Coyoac?ín,09003,158026,133056,144634,152928,179453,176256,74995,72317,75168,74995,75168,77674,1394669
AGRICOLA ORIENTAL #1,372,493122,2143239,7,09,007,Iztapalapa,09007,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
CD. DEPOTIVA #2,373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85709,101606,91066,103680,77674,31104,88387,109814,98496,42854,49248,50890,930528
DEPORT.SAN.SEBASTIAN,374,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,0
GRANJAS ESTRELLA #1,375,490215,2136947,168,09,007,Iztapalapa,09007,48211,50803,56246,69984,72317,54432,50890,42854,64800,50890,36288,40176,637891
GRANJAS ESTRELLA #2,376,490395,2136697,169,09,007,Iztapalapa,09007,40176,41126,42854,18144,26784,33696,29462,34819,23328,34819,44064,37498,406771
GRANJAS SAN ANTONIO,377,488920,2141217,171,09,007,Iztapalapa,09007,32141,26611,29462,28512,29462,28512,32141,32141,28512,34819,36288,37498,376099
IZTAPALAPA #1,378,490429,2140629,184,09,007,Iztapalapa,09007,104458,157248,158026,168480,141955,145152,152669,125885,158112,174096,171072,179453,1836605
IZTAPALAPA #2,379,489524,2140324,186,09,007,Iztapalapa,09007,125885,116122,117850,121824,128563,103680,96422,174096,158112,136598,178848,184810,1642810
IZTAPALAPA #4,380,493536,2140947,187,09,007,Iztapalapa,09007,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,0
IZTAPALAPA #6,381,494401,2141125,188,09,007,Iztapalapa,09007,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
IZTAPALAPA #8,382,495991,2139156,189,09,007,Iztapalapa,09007,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,0
REYES IZTAPALAPA,383,489024,2138895,361,09,007,Iztapalapa,09007,117850,106445,104458,101088,112493,93312,99101,112493,108864,115171,80352,96422,1248048
PANTEON CIVIL #1,384,492110,2138566,266,09,007,Iztapalapa,09007,48211,48384,61603,51840,53568,106272,117850,53568,44064,48211,51840,50890,736301
PANTEON CIVIL #2,385,492185,2138296,267,09,007,Iztapalapa,09007,107136,99187,133920,25920,139277,129600,136598,144634,129600,144634,173664,160704,1524874
PANTEON CIVIL #3,386,491725,2138701,268,09,007,Iztapalapa,09007,48211,48384,45533,62208,50890,25920,26784,32141,31104,32141,36288,34819,474422
PE#N #1,387,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
PENON #2,388,496431,2141160,283,09,007,Iztapalapa,09007,152669,149990,163382,85536,131242,178848,184810,176774,155520,166061,152928,149990,1847750
PENON #3,389,497573,2142887,285,09,007,Iztapalapa,09007,227664,224986,246413,238464,241056,163296,246413,174096,204768,219629,204768,208915,2600467
PENON #4,390,495210,2141993,286,09,007,Iztapalapa,09007,190166,166925,184810,184032,187488,194400,195523,109814,171072,176774,202176,211594,2174774
PENON #5,391,485811,2136521,288,09,003,Coyoac?ín,09003,141955,116122,136598,134784,133920,147744,163382,136598,150336,160704,150336,152669,1725149
PENON #6,392,497336,2141954,289,09,007,Iztapalapa,09007,273197,234662,254448,259200,259805,261792,273197,273197,254016,241056,238464,243734,3066768
PENON #7,393,496897,2141745,290,09,007,Iztapalapa,09007,200880,171763,184810,173664,200880,194400,203558,200880,189216,198202,189216,198202,2305670
PENON #8,394,496437,2142004,291,09,007,Iztapalapa,09007,211594,186278,206237,202176,208915,222912,238378,48211,191808,190166,184032,187488,2278195
PENON #9,395,496509,2142463,292,09,007,Iztapalapa,09007,80352,70157,77674,75168,77674,106272,109814,123206,101088,101779,98496,101779,1123459
PURISIMA IZTAPALAPA,396,492113,2140360,326,09,007,Iztapalapa,09007,58925,65318,69638,28512,64282,184032,195523,182131,69984,93744,90720,96422,1199232
PURISIMA IZTAPALAPA #2,397,492326,2140858,328,09,007,Iztapalapa,09007,P.Nvo.,21773,99101,85536,107136,88128,107136,123206,119232,123206,101088,104458,1080000
PURISIMA IZTAPALAPA #7,398,492584,2141270,332,09,007,Iztapalapa,09007,POZ.PAR,149990,171418,152928,168739,171072,176774,179453,191808,192845,191808,152669,1899504
SANTA MARIA AZTAHUACAN,399,497536,2139617,447,09,007,Iztapalapa,09007,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,0
SECTOR POPULAR #1,400,480042,2143331,454,09,014,Benito Ju?írez,09014,133920,133056,187488,181440,187488,165888,171418,179453,173664,163382,165888,171418,2014502
SECTOR POPULAR #2,401,487649,2141016,455,09,007,Iztapalapa,09007,26784,REPOS.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,26784
SECTOR POPULAR #3,402,488361,2140458,456,09,007,Iztapalapa,09007,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,RECUP.,0
TLACOTAL,403,490508,2143981,498,09,006,Iztacalco,09006,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,M.Cal.,0
UNIDAD MODELO #1,404,487114,2141384,532,09,007,Iztapalapa,09007,131242,26611,56246,88128,131242,145152,85709,40176,194400,147312,160704,158026,1364947
UNIDAD MODELO #2,405,486789,2140914,533,09,007,Iztapalapa,09007,42854,31450,40176,33696,RECUP.,RECUP.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,148176
UNIDAD MODELO #3,406,487174,2140802,534,09,007,Iztapalapa,09007,18749,43546,37498,49248,50890,38880,13392,48211,44064,40176,38880,42854,466387
VIGA #1,407,487435,2140423,559,09,007,Iztapalapa,09007,131242,113702,131242,121824,117850,114048,123206,123206,119232,120528,124416,123206,1463702
VIGA #2,408,487191,2140016,560,09,003,Coyoac?ín,09003,REPAR.,REPAR.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,REHAB.,141955,209952,208915,560822
ALFONSO XIII,409,479525,2142124,20,09,010,?ülvaro Obreg??n,09010,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
AV. CENTRAL,410,479826,2143897,77,09,010,?ülvaro Obreg??n,09010,18749,16934,18749,18144,18749,18144,18749,18749,18144,29462,28512,29462,252547
BARRANCA DEL MUERTO,411,477767,2140498,84,09,010,?ülvaro Obreg??n,09010,42854,24192,40176,38880,34819,33696,34819,32141,75168,40176,46656,53568,497146
CRISTO REY,412,479080,2143917,131,09,010,?ülvaro Obreg??n,09010,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
CASTANEDA #5,413,479819,2141143,99,09,010,?ülvaro Obreg??n,09010,40176,26611,29462,28512,34819,33696,37498,21427,18144,24106,25920,26784,347155
CHAPULTEPEC #7,414,476811,2147687,112,09,016,Miguel Hidalgo,09016,69638,62899,58925,67392,61603,64800,66960,69638,57024,48211,54432,56246,737770
MERCED GOMEZ #1,415,479054,2141245,221,09,010,?ülvaro Obreg??n,09010,61603,58061,66960,64800,64282,62208,66960,61603,62208,56246,64800,72317,762048
MERCED GOMEZ #2,416,479362,2140943,222,09,010,?ülvaro Obreg??n,09010,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,REPOS.,0
OLIVAR DE LOS PADRES,417,477978,2138211,251,09,010,?ülvaro Obreg??n,09010,21427,19354,21427,20736,24106,20736,24106,21427,31104,32141,28512,26784,291859
POZO CASSO,418,479631,2143506,319,09,010,?ülvaro Obreg??n,09010,42854,38707,42854,38880,45533,44064,45533,45533,38880,48211,44064,48211,523325
RIO HONDO,419,477108,2150026,362,09,016,Miguel Hidalgo,09016,24106,19354,21427,23328,24106,25920,24106,21427,20736,21427,20736,24106,270778
SAN JERONIMO #3 (ANZALDO),420,476723,2136300,385,09,008,La Magdalena Contreras,09008,66960,108864,115171,116640,123206,111456,123206,53568,46656,53568,51840,56246,1027382
SAN ANGEL INN,421,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42854,38707,21427,41472,29462,18144,58925,32141,31104,16070,12960,32141,375408
SANTA LUCIA MIXCOAC,422,477689,2141301,446,09,010,?ülvaro Obreg??n,09010,16070,14515,16070,12960,45533,44064,45533,45533,10368,13392,41472,56246,361757
TACUBAYA #1,423,479760,2144819,460,09,010,?ülvaro Obreg??n,09010,141955,125798,125885,119232,131242,129600,131242,131242,114048,93744,90720,91066,1425773
TACUBAYA #2,424,478505,2144514,461,09,010,?ülvaro Obreg??n,09010,96422,84672,99101,90720,72317,72576,74995,61603,54432,40176,44064,45533,836611
TACUBAYA #3,425,477626,2144350,462,09,010,?ülvaro Obreg??n,09010,107136,94349,101779,103680,109814,31104,66960,77674,72576,53568,54432,45533,918605
TETELPAN,426,475535,2138416,496,09,010,?ülvaro Obreg??n,09010,40176,33869,40176,38880,64282,64800,69638,66960,59616,40176,41472,42854,602899
TOTOLAPAN,427,470953,2140338,502,09,004,Cuajimalpa de Morelos,09004,32141,29030,29462,31104,32141,31104,32141,29462,54432,37498,36288,37498,412301
VISTA HERMOSA,428,472181,2142453,567,09,004,Cuajimalpa de Morelos,09004,77674,60480,72317,69984,69638,67392,69638,69638,75168,64282,69984,72317,838512
SANTALUCIA #1,429,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,96422,84672,91066,72576,69638,62208,66960,72317,62208,88387,82944,93744,943142
PADIERNA #4,430,476884,2135388,258,09,008,La Magdalena Contreras,09008,83030,60480,66960,64800,58925,57024,53568,0,10368,58925,72576,66960,653616
PEDREGAL #2,431,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,5357,7258,2678,2592,0,0,0,0,15552,32141,20736,5357,91670
,,,,,,,,,,,,,,,,,,,,,
